Order,Member,SKU,Created On,Description,Member's Gender,Member's Membership Level,Member's Purchase History,Order Value,Payment Method,Order Status,Total_Items,Age Group
7708653,M62656,"15668463, 15668455, 15668469, 15668379, 15668381",22-01-2013,"Gourd & Cucumber, Brinjals, Beans, Other Vegetables, Other Vegetables",Male,Silver,9,959,Credit Card,Pending,5,0-18
7708747,M56897,"7642810, 92435827, 15668467",23-01-2013,"Basmati Rice, Cooking Sauce, Beans",Male,Gold,0,448,Credit Card,Delivered,3,36-45
7708810,M33064,"15669880, 15669887, 15669827, 15669835, 15669775, 15669764",24-01-2013,"Millet flour, Maida, Kidney Beans, Raw Rice, Millet flour, Besan",Female,Bronze,1,115,Credit Card,Shipped,6,55+
7708894,M31966,"15668689, 15669764, 15668459, 15669775, 15669771, 15668379, 15669880, 15669825",24-01-2013,"Root Vegetables, Besan, Gourd & Cucumber, Millet flour, Maida, Other Vegetables, Millet flour, Boiled Rice",Male,Bronze,0,98,PayPal,Pending,8,55+
7709144,M35538,"93105735, 15670182, 15670161, 15670159, 15668474, 15670251, 15670250, 15670157, 15670144, 7580823, 15670252",24-01-2013,"Organic Masalas & Spices, Organic F&V, Organic F&V, Organic F&V, Beans, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Sunflower Oils, Organic F&V",Female,Bronze,0,839,Credit Card,Delivered,11,55+
7709187,M32480,"15669790, 15668468, 15669856, 15668689, 15668685",23-01-2013,"Other Rice Products, Beans, Sugar, Root Vegetables, Beans",Female,Bronze,1,548,Credit Card,Pending,5,0-18
7709213,M34566,"15669772, 15668379, 15668689, 15668468, 15669764, 15668459, 7571385, 15669872",23-01-2013,"Other Pulses, Other Vegetables, Root Vegetables, Beans, Besan, Gourd & Cucumber, Glucose, Marie & Milk Biscuits,Flat Rice",Female,Gold,5,853,PayPal,Pending,8,46-55
7709301,M46328,"15670251, 15668459, 15668594, 15670260, 15668494, 15668379",23-01-2013,"Organic F&V, Gourd & Cucumber, Exotic Vegetables, Organic F&V, Exotic Vegetables, Other Vegetables",Female,Silver,8,756,PayPal,Delivered,6,0-18
7709380,M33767,"15669832, 15668449, 15668687, 7640186, 15668469, 15668596, 15668463, 7580802, 15668460, 15668379, 15668473",23-01-2013,"Sugar, Exotic Vegetables, Root Vegetables, Honey, Beans, Exotic Vegetables, Gourd & Cucumber, Sunflower Oils, Gourd & Cucumber, Other Vegetables, Beans",Male,Bronze,6,124,PayPal,Delivered,11,55+
7709540,M42513,"15668542, 15668468, 15668379, 15668520",23-01-2013,"Buns & Pavs, Beans, Other Vegetables, Bread",Male,Bronze,8,79,PayPal,Pending,4,55+
7709679,M33491,"15668595, 15668462, 15668465, 15668449, 7579697, 15668457",23-01-2013,"Exotic Vegetables, Gourd & Cucumber, Root Vegetables, Exotic Vegetables, Cream Biscuits, Brinjals",Male,Silver,9,428,PayPal,Delivered,6,36-45
7709706,M55932,"15668689, 7587661, 15670196, 7623116, 7548497, 7580823, 15670251, 15668381, 15668457, 15668378, 7587649, 15670254, 7587667, 15670260, 15668463, 15669832",25-01-2013,"Root Vegetables, Organic Pulses & Pulses, Organic F&V, Liquid Soaps & Bars, Liquid Soaps & Bars, Sunflower Oils, Organic F&V, Other Vegetables, Brinjals, Other Vegetables, Organic Rice & Rice Products, Organic F&V, Organic Pulses & Pulses, Organic F&V, Gourd & Cucumber, Sugar",Male,Silver,5,688,Credit Card,Delivered,16,55+
7709752,M45375,"15668688, 15669887, 7580802",25-01-2013,"Root Vegetables, Maida, Sunflower Oils",Female,Silver,1,448,Credit Card,Pending,3,19-25
7709758,M50767,"15668416, 7629390, 15670251, 15668480, 15668381, 15668468",25-01-2013,"Banana, Glucose, Marie & Milk Biscuits, Organic F&V, Bread, Other Vegetables, Beans",Female,Silver,3,913,Credit Card,Delivered,6,55+
7709761,M08075,"15668688, 15669861, 7587493, 15668685, 15668469, 15668416, 15668459, 15668480, 15669772, 15669887, 15670270, 15669990, 15668381, 15669863",25-01-2013,"Root Vegetables, Raw Peanuts, Organic Salt,Sugar & Jaggery, Beans, Beans, Banana, Gourd & Cucumber, Bread, Other Pulses, Maida, Other Pulses, Whole Grains, Other Vegetables, Moong Dal",Female,Silver,1,696,Cash,Pending,14,55+
7709775,M41747,"15668454, 15670144, 7572858, 15670160, 15669969, 15668468, 15668448, 15669810, 15668494, 15668594, 15668381, 7587673, 7587667, 15668688, 15668379",25-01-2013,"Brinjals, Organic F&V, Other Pooja Needs, Organic F&V, Cashews, Beans, Exotic Vegetables, Almonds, Exotic Vegetables, Exotic Vegetables, Other Vegetables, Organic Pulses & Pulses, Organic Pulses & Pulses, Root Vegetables, Other Vegetables",Male,Silver,10,279,Credit Card,Pending,15,55+
7709793,M50094,"7674207, 7624790, 15669767, 15669760, 7580823, 7753732, 15669810, 15669776, 15669783, 7579698, 15669821, 15669870, 93157599, 7547296, 15669880, 15670267, 15669863, 15669861",25-01-2013,"Health Drinks, Ghee, Urad Dal, Whole Spices, Sunflower Oils, Health Drinks, Almonds, Other Pulses, Millet flour, Cream Biscuits, Whole Spices, Millet flour, Glucose, Marie & Milk Biscuits, Liquid Soaps & Bars, Millet flour, Kidney Beans, Moong Dal, Raw Peanuts",Male,Bronze,5,491,PayPal,Pending,18,26-35
7709798,M54619,"7607304, 15668480",25-01-2013,"Oats, Bread",Male,Silver,9,914,Credit Card,Pending,2,26-35
7709894,M37600,"15669870, 15669878, 15669767, 15669821, 15669782, 15669790",25-01-2013,"Millet flour, Kidney Beans, Urad Dal, Whole Spices, Raw Rice, Other Rice Products",Male,Bronze,2,353,Cash,Pending,6,55+
7709984,M48101,"15668448, 15669869, 15668688, 7575499, 15669778, 7573410, 15669872, 15668381",25-01-2013,"Exotic Vegetables, Moong Dal, Root Vegetables, Aluminium Foil & Cling Wrap, Other Pulses, Mango Juices,Flat Rice, Other Vegetables",Female,Bronze,2,820,Credit Card,Pending,8,55+
7710012,M48938,"15668458, 15668378, 15669878, 15668449, 15669824, 15670269, 15668381, 15669860",25-01-2013,"Brinjals, Other Vegetables, Kidney Beans, Exotic Vegetables, Raw Rice, Other Pulses, Other Vegetables, Moong Dal",Female,Gold,6,459,Credit Card,Pending,8,55+
7710104,M54619,15669885,25-01-2013,Moong Dal,Male,Bronze,1,265,Credit Card,Delivered,1,55+
7710162,M35649,"15668462, 15668478, 7572302, 15668468, 15668465",25-01-2013,"Gourd & Cucumber, Banana, Snacks, Beans, Root Vegetables",Male,Silver,10,788,Credit Card,Pending,5,55+
7710235,M50038,"15668688, 15668457, 15669875, 7578347, 15668467, 15668378, 15668595, 15668462, 15668495, 15669887",24-01-2013,"Root Vegetables, Brinjals, Kidney Beans, Chilli & Soya Sauces, Beans, Other Vegetables, Exotic Vegetables, Gourd & Cucumber, Exotic Vegetables, Maida",Male,Bronze,0,545,Credit Card,Pending,10,26-35
7710344,M38622,"7587657, 93289487, 15670196, 93009288, 7543240, 15670157, 7587664, 7587672, 7587699, 15668463, 15670251, 7587493, 15670161, 7587658, 7587661, 7543247, 7587495, 7587696, 15668476, 7587663, 15668466, 7587667, 15668449, 93105684, 7587669, 7587673, 15670159, 15670144, 15670160, 7587677, 15670252, 7587491, 15670250",24-01-2013,"Organic Pulses & Pulses, Phenyles & Acids, Organic F&V, Organic Pulses & Pulses, Organic Pulses & Pulses, Organic F&V, Organic Pulses & Pulses, Organic Masalas & Spices, Organic Flours, Gourd & Cucumber, Organic F&V, Organic Salt,Sugar & Jaggery, Organic F&V, Organic Salt,Sugar & Jaggery, Organic Pulses & Pulses, Organic Pulses & Pulses, Organic Pulses & Pulses, Organic Masalas & Spices, Exotic Vegetables, Organic Pulses & Pulses, Root Vegetables, Organic Pulses & Pulses, Exotic Vegetables, Organic Masalas & Spices, Organic Pulses & Pulses, Organic Pulses & Pulses, Organic F&V, Organic F&V, Organic F&V, Organic Pulses & Pulses, Organic F&V, Organic Flours, Organic F&V",Male,Bronze,3,686,Cash,Delivered,33,55+
7710620,M56368,"15668457, 15668473, 15669864, 15669861, 15668379, 15669886, 15668459, 15668685, 7575471, 15668467",25-01-2013,"Brinjals, Beans, Other Pulses, Raw Peanuts, Other Vegetables, Millet flour, Gourd & Cucumber, Beans, Health Supplements, Beans",Female,Silver,9,285,Cash,Shipped,10,55+
7710895,M59012,15668416,26-01-2013,Banana,Female,Gold,5,145,Cash,Shipped,1,55+
7710898,M04158,"15668688, 15668378",26-01-2013,"Root Vegetables, Other Vegetables",Male,Silver,3,16,PayPal,Pending,2,55+
7710902,M12050,"15669772, 15670169, 15669778, 15668542, 15670160, 15668462, 15669875, 15670250, 15670158, 15669812, 15668381, 15668471, 15668449, 7573376, 92381796, 15670252, 7621683, 7621702, 15669887, 15668416, 92388008, 15668468, 15669775, 15668685, 15669767, 15670248, 15668452, 15670251, 15670161, 15670260, 15669882, 15669879, 93200691",26-01-2013,"Other Pulses, Organic F&V, Other Pulses, Buns & Pavs, Organic F&V, Gourd & Cucumber, Kidney Beans, Organic F&V, Organic F&V, Jaggery, Other Vegetables, Beans, Exotic Vegetables, Mango Juices, Honey, Organic F&V, Other Spreads, Glucose, Marie & Milk Biscuits, Maida, Banana, Snacks, Beans, Millet flour, Beans, Urad Dal, Organic F&V, Brinjals, Organic F&V, Organic F&V, Organic F&V, Millet flour, Other Pulses, Snacks",Male,Gold,7,661,Cash,Pending,33,46-55
7711032,M57354,"15668459, 7575476, 92388000, 92388008, 7752915, 15668457",26-01-2013,"Gourd & Cucumber, Pain Relievers, Snacks, Snacks, Health Supplements, Brinjals",Male,Silver,0,115,PayPal,Shipped,6,26-35
7711084,M32039,"15669863, 15669764, 7570656, 15668459, 15668381, 7753739, 15669864, 15669765, 15669885, 15668378",26-01-2013,"Moong Dal, Besan, Hair Oil, Gourd & Cucumber, Other Vegetables, Health Drinks, Other Pulses, Urad Dal, Moong Dal, Other Vegetables",Male,Bronze,8,830,Cash,Shipped,10,55+
7711109,M48154,"7569806, 15670270, 15668379, 15669994, 7594818, 7578354",26-01-2013,"Snacks, Other Pulses, Other Vegetables, Other Pulses, Instant Noodles, Chilli & Soya Sauces",Male,Gold,9,168,PayPal,Shipped,6,55+
7711202,M46325,"15670251, 15668520, 15668459, 15669760, 15670144, 15668688, 15668465, 15668451, 15668685, 15668378",26-01-2013,"Organic F&V, Bread, Gourd & Cucumber, Whole Spices, Organic F&V, Root Vegetables, Root Vegetables, Brinjals, Beans, Other Vegetables",Female,Silver,3,353,PayPal,Pending,10,55+
7711488,M31966,15669835,26-01-2013,Raw Rice,Female,Gold,0,262,Cash,Pending,1,55+
7711507,M46687,"15668594, 15668462, 15668381, 15668494, 15668451, 15668685, 15668449",26-01-2013,"Exotic Vegetables, Gourd & Cucumber, Other Vegetables, Exotic Vegetables, Brinjals, Beans, Exotic Vegetables",Female,Bronze,0,448,Cash,Shipped,7,55+
7712048,M54100,"15668381, 15668689, 15668458, 7735707, 15670250, 15668456, 15668379, 7587488",27-01-2013,"Other Vegetables, Root Vegetables, Brinjals, Snacks, Organic F&V, Brinjals, Other Vegetables, Organic Salt,Sugar & Jaggery",Female,Bronze,8,69,Credit Card,Pending,8,55+
7712259,M62833,"15668459, 15669860, 15669864, 15669856, 15669876, 7587649, 7571759, 7718197",26-01-2013,"Gourd & Cucumber, Moong Dal, Other Pulses, Sugar, Kidney Beans, Organic Rice & Rice Products, Shampoo, Other Insect Repellent",Male,Silver,3,980,Cash,Shipped,8,55+
7712372,M32409,"93289486, 15669790, 15669824, 7630967, 7579697, 15668469, 15669878, 7587488, 15668473, 15669789, 15669862, 15669808, 15668687, 15668520, 15669872, 15668463, 15669764, 15668460, 7607551, 15668456, 15669777, 15668416, 15668378, 15668458, 15669866, 7579698",26-01-2013,"Phenyles & Acids, Other Rice Products, Raw Rice, Regular Pasta, Cream Biscuits, Beans, Kidney Beans, Organic Salt,Sugar & Jaggery, Beans, Boiled Rice, Other Pulses, Other Dry Fruits, Root Vegetables, Bread,Flat Rice, Gourd & Cucumber, Besan, Gourd & Cucumber, Oats, Brinjals, Urad Dal, Banana, Other Vegetables, Brinjals, Other Pulses, Cream Biscuits",Male,Silver,1,667,Credit Card,Pending,26,55+
7712403,M46575,"15668378, 15668381, 15668520, 15669778, 15669866, 15669760, 15668469, 15668458, 15668460, 7572432",27-01-2013,"Other Vegetables, Other Vegetables, Bread, Other Pulses, Other Pulses, Whole Spices, Beans, Brinjals, Gourd & Cucumber, Cooking Paste",Male,Gold,0,695,PayPal,Pending,10,36-45
7712410,M46328,"7735781, 15669866, 15668451, 15670144, 15670250, 15668381, 15668379, 15668460, 15670169",27-01-2013,"Snacks, Other Pulses, Brinjals, Organic F&V, Organic F&V, Other Vegetables, Other Vegetables, Gourd & Cucumber, Organic F&V",Male,Gold,8,514,Credit Card,Shipped,9,46-55
7712523,M54796,"15670158, 15668448, 15670159, 15670251",27-01-2013,"Organic F&V, Exotic Vegetables, Organic F&V, Organic F&V",Male,Gold,7,362,Cash,Delivered,4,36-45
7712574,M58761,"15668449, 15668381, 15668457, 15668379, 15670196, 15668459",27-01-2013,"Exotic Vegetables, Other Vegetables, Brinjals, Other Vegetables, Organic F&V, Gourd & Cucumber",Female,Bronze,0,955,PayPal,Pending,6,19-25
7712627,M56255,"15668459, 15668379, 15669824, 15668452, 7621702, 15668468",27-01-2013,"Gourd & Cucumber, Other Vegetables, Raw Rice, Brinjals, Glucose, Marie & Milk Biscuits, Beans",Female,Silver,5,393,Cash,Shipped,6,0-18
7712921,M63404,"15668476, 15668449, 15668465, 15668473, 15668467",28-01-2013,"Exotic Vegetables, Exotic Vegetables, Root Vegetables, Beans, Beans",Female,Bronze,6,853,Credit Card,Delivered,5,55+
7713169,M32449,"15668455, 15668381, 15668378, 15668467, 15668688, 15668473, 15668462",29-01-2013,"Brinjals, Other Vegetables, Other Vegetables, Beans, Root Vegetables, Beans, Gourd & Cucumber",Female,Silver,4,732,Cash,Delivered,7,0-18
7713240,M36876,"15668462, 15668381, 92380875, 15668378, 15668471, 15669789, 15668467, 15668688, 15668685",29-01-2013,"Gourd & Cucumber, Other Vegetables, Agarbatti, Other Vegetables, Beans, Boiled Rice, Beans, Root Vegetables, Beans",Male,Bronze,5,35,PayPal,Delivered,9,0-18
7713248,M32655,"7570567, 15669804, 15669760, 15669792",29-01-2013,"Toffee & Candy, Cashews, Whole Spices, Other Dry Fruits",Male,Silver,6,768,Credit Card,Pending,4,26-35
7713397,M99030,"15668453, 15668468, 15668379, 15669883, 15668689, 15668460, 15668459, 15668475",28-01-2013,"Brinjals, Beans, Other Vegetables, Rice Flour, Root Vegetables, Gourd & Cucumber, Gourd & Cucumber, Beans",Male,Gold,1,697,Credit Card,Delivered,8,0-18
7713493,M51278,"15669786, 15668478, 92388008, 15669856, 15669884",28-01-2013,"Avalakki / Poha, Banana, Snacks, Sugar, Whole Spices",Female,Bronze,10,266,Cash,Delivered,5,55+
7713670,M58939,"15669878, 15669770, 15669783, 15669824, 7580823, 15669818",28-01-2013,"Kidney Beans, Other Flours, Millet flour, Raw Rice, Sunflower Oils, Whole Spices",Female,Bronze,10,422,Cash,Shipped,6,36-45
7713915,M34566,"7625765, 15668379, 15668689, 15668520, 15668468",30-01-2013,"Sunflower Oils, Other Vegetables, Root Vegetables, Bread, Beans",Female,Gold,4,100,Credit Card,Delivered,5,55+
7713997,M04158,"15669864, 15669869",30-01-2013,"Other Pulses, Moong Dal",Male,Silver,9,560,Credit Card,Shipped,2,55+
7714040,M40184,"15668460, 15668462, 15669875, 15668453, 92286351, 15668381, 15669772, 15669863, 15668685, 92436884, 15669818, 7572310, 92365162, 92388008, 15668689, 7572314, 92286348",30-01-2013,"Gourd & Cucumber, Gourd & Cucumber, Kidney Beans, Brinjals, Glucose, Marie & Milk Biscuits, Other Vegetables, Other Pulses, Moong Dal, Beans, Glucose, Marie & Milk Biscuits, Whole Spices, Snacks, Salty Biscuits, Snacks, Root Vegetables, Snacks, Salty Biscuits",Male,Gold,9,956,Cash,Pending,17,46-55
7714157,M48101,"15669771, 15669780, 15668451, 7629390, 15668688",30-01-2013,"Maida, Sugar, Brinjals, Glucose, Marie & Milk Biscuits, Root Vegetables",Male,Bronze,4,354,Cash,Shipped,5,55+
7714215,M38622,"15670251, 15670252, 15670196, 15670160, 15670157, 15670260, 15670159, 15670161, 15668460, 15670172, 15670255, 7592367",30-01-2013,"Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Organic F&V, Gourd & Cucumber, Organic F&V, Organic F&V, Liquid Soaps & Bars",Female,Silver,6,216,PayPal,Pending,12,26-35
7714285,M42513,"7718555, 15668520, 15668468, 15668381, 15668379, 7624790",30-01-2013,"Other Oils, Bread, Beans, Other Vegetables, Other Vegetables, Ghee",Female,Gold,4,739,Credit Card,Delivered,6,36-45
7714321,M33064,"15668378, 15668463, 15668474, 15668455, 15668466, 15668452, 15668459",29-01-2013,"Other Vegetables, Gourd & Cucumber, Beans, Brinjals, Root Vegetables, Brinjals, Gourd & Cucumber",Female,Gold,2,360,Credit Card,Shipped,7,55+
7714535,M43831,"15668542, 15669817, 15669777",29-01-2013,"Buns & Pavs, Whole Spices, Urad Dal",Male,Gold,3,387,PayPal,Shipped,3,46-55
7714577,M41781,"7587658, 15669958, 15669803, 15669974, 15669968",29-01-2013,"Organic Salt,Sugar & Jaggery, Other Dry Fruits, Cashews, Other Dry Fruits, Cashews",Female,Silver,9,364,Credit Card,Shipped,5,26-35
7714900,M35538,"15670161, 7631723, 15670160, 92308936, 15670251, 15670260, 15668478, 15668452",31-01-2013,"Organic F&V, Hair Oil, Organic F&V, Snacks, Organic F&V, Organic F&V, Banana, Brinjals",Male,Bronze,1,640,PayPal,Pending,8,55+
7715089,M33491,"15668457, 15668595, 15668462, 15668449, 7572432, 15668416, 15668480, 15668688",31-01-2013,"Brinjals, Exotic Vegetables, Gourd & Cucumber, Exotic Vegetables, Cooking Paste, Banana, Bread, Root Vegetables",Male,Silver,8,218,Credit Card,Shipped,8,55+
7715123,M54345,"15669864, 15668379, 15668468, 15668688, 7637309, 15668449, 15669764, 7575497, 15668458, 7578355, 15669780, 15668542, 15669827, 93319504, 15668381, 15669866, 7623116",31-01-2013,"Other Pulses, Other Vegetables, Beans, Root Vegetables, Mosquito Repellent, Exotic Vegetables, Besan, Aluminium Foil & Cling Wrap, Brinjals, Chinese Noodles, Sugar, Buns & Pavs, Kidney Beans, Ready Mix, Other Vegetables, Other Pulses, Liquid Soaps & Bars",Male,Gold,1,340,Cash,Shipped,17,36-45
7715216,M56897,"15669970, 15668688, 7587656, 15669880, 15668478, 15668462, 7613346, 7735781, 15669778",31-01-2013,"Cashews, Root Vegetables, Organic Rice & Rice Products, Millet flour, Banana, Gourd & Cucumber, Honey, Snacks, Other Pulses",Female,Gold,4,173,Credit Card,Shipped,9,55+
7715375,M54619,"15668416, 7578347",30-01-2013,"Banana, Chilli & Soya Sauces",Male,Gold,2,21,Credit Card,Delivered,2,55+
7715398,M36702,"15668381, 15670182, 15668416, 15670161, 15668379, 15670157, 15668685, 15670260, 15670196",30-01-2013,"Other Vegetables, Organic F&V, Banana, Organic F&V, Other Vegetables, Organic F&V, Beans, Organic F&V, Organic F&V",Female,Bronze,0,478,Cash,Delivered,9,55+
7715437,M33745,"7627860, 15669767, 15669821, 15669780, 15669819, 15669859, 7579698, 93308757, 15669835, 15669861, 15669823, 7591078, 15669864, 7617882, 15669860, 15669863",30-01-2013,"Sunflower Oils, Urad Dal, Whole Spices, Sugar, Other Pulses, Kidney Beans, Cream Biscuits, Chinese Noodles, Raw Rice, Raw Peanuts, Whole Spices, Regular Pasta, Other Pulses, Ready Mix, Moong Dal, Moong Dal",Female,Bronze,6,978,Cash,Delivered,16,55+
7715455,M31966,"15669767, 15668451, 15668689, 15669786, 15668465, 15668379",30-01-2013,"Urad Dal, Brinjals, Root Vegetables,Flat Rice, Root Vegetables, Other Vegetables",Female,Bronze,1,659,Credit Card,Shipped,6,46-55
7715476,M48154,"15668467, 15668465, 15668685, 15668688",31-01-2013,"Beans, Root Vegetables, Beans, Root Vegetables",Male,Silver,3,728,PayPal,Shipped,4,55+
7715488,M35649,"15668542, 15668478, 7580811, 15668459, 15669880, 15669869, 7572302",31-01-2013,"Buns & Pavs, Banana, Sunflower Oils, Gourd & Cucumber, Millet flour, Moong Dal, Snacks",Male,Gold,3,982,PayPal,Shipped,7,55+
7715562,M41700,"15670260, 15669880, 15668453, 7642020, 15668462, 7627812, 15668467, 7587663, 15669780, 15668460, 7757971, 15668381, 15670267, 92379187, 15670144",31-01-2013,"Organic F&V, Millet flour, Brinjals, Diapers & Wipes, Gourd & Cucumber, Health Supplements, Beans, Organic Pulses & Pulses, Sugar, Gourd & Cucumber, Ghee, Other Vegetables, Kidney Beans, Shampoo, Organic F&V",Female,Bronze,1,66,PayPal,Delivered,15,55+
7715634,M46328,"15670157, 92433757, 15670260, 15668378, 15670251, 7735781, 15669780, 15670169, 15670144",31-01-2013,"Organic F&V, Ghee, Organic F&V, Other Vegetables, Organic F&V, Snacks, Sugar, Organic F&V, Organic F&V",Male,Gold,7,409,Cash,Delivered,9,55+
7715739,M64055,"7610713, 7572301, 7713294, 7580334, 15669801",31-01-2013,"Corn Snacks, Snacks, Pet Food, Wafers, Cashews",Male,Bronze,10,19,PayPal,Shipped,5,55+
7715777,M50094,"15668685, 15668471, 15668459, 15668689, 15668381, 15668468",31-01-2013,"Beans, Beans, Gourd & Cucumber, Root Vegetables, Other Vegetables, Beans",Male,Bronze,5,254,Cash,Delivered,6,55+
